time,wait,distance
55.00,13.00,376.51
61.00,18.00,394.90
50.00,9.00,376.51
59.00,10.00,426.51
51.00,10.00,394.90
48.00,10.00,376.51
44.00,3.00,426.51
67.00,21.00,426.51
43.00,5.00,376.51
33.00,0.00,394.89
56.00,13.00,394.90
60.00,15.00,426.51
40.00,0.00,394.90
23.00,0.00,376.51
67.00,18.00,426.51
49.00,5.00,394.90
53.00,7.00,426.51
60.00,12.00,426.51
39.00,0.00,394.90
51.00,15.00,376.51
31.00,1.00,376.51
50.00,1.00,394.90
38.00,0.00,376.51
36.00,0.00,394.90
38.00,0.00,394.89
43.00,0.00,376.51
32.00,0.00,394.89
50.00,0.00,426.51
56.00,4.00,426.51
42.00,0.00,426.51
35.00,0.00,394.90
31.00,0.00,394.89
47.00,7.00,376.51
49.00,0.00,426.51
40.00,0.00,376.51
53.00,13.00,376.51
42.00,0.00,426.51
45.00,7.00,376.51
33.00,0.00,376.51
33.00,0.00,376.51
38.00,0.00,376.51
34.00,0.00,394.89
35.00,0.00,394.89
35.00,0.00,376.51
33.00,0.00,376.51
33.00,0.00,394.89
29.00,0.00,376.51
30.00,0.00,394.89
33.00,0.00,376.51
30.00,0.00,394.89
81.00,36.00,426.51
72.00,26.00,426.51
59.00,22.00,394.90
58.00,23.00,426.51
77.00,32.00,426.51
68.00,18.00,426.51
56.00,7.00,426.51
67.00,16.00,426.51
65.00,24.00,426.51
51.00,14.00,426.51
59.00,21.00,394.90
62.00,13.00,426.51
50.00,9.00,426.51
52.00,14.00,376.51
54.00,7.00,426.51
58.00,20.00,376.51
57.00,16.00,394.90
46.00,3.00,426.51
43.00,0.00,394.89
37.00,3.00,426.51
54.00,16.00,394.90
46.00,8.00,376.51
52.00,12.00,376.51
35.00,0.00,394.89
54.00,11.00,426.51
48.00,5.00,394.90
52.00,8.00,394.90
40.00,0.00,376.51
53.00,10.00,426.51
47.00,3.00,426.51
48.00,5.00,376.51
42.00,0.00,394.90
46.00,1.00,394.90
37.00,0.00,394.90
35.00,0.00,376.51
35.00,0.00,394.90
39.00,0.00,426.51
71.00,19.00,426.51
35.00,0.00,394.89
43.00,0.00,394.89
36.00,0.00,394.89
29.00,0.00,394.89
47.00,0.00,376.51
36.00,0.00,394.90
56.00,16.00,376.51
36.00,0.00,426.51
40.00,0.00,376.51
30.00,0.00,394.89
55.00,15.00,376.51
51.00,0.00,426.51
48.00,10.00,376.51
38.00,0.00,376.51
48.00,7.00,376.51
45.00,0.00,426.51
43.00,0.00,376.51
41.00,4.00,376.51
37.00,0.00,376.51
35.00,0.00,376.51
33.00,0.00,376.51
30.00,0.00,394.89
32.00,0.00,376.51
36.00,0.00,394.89
36.00,0.00,376.51
29.00,0.00,376.51
34.00,0.00,394.89
33.00,0.00,394.89
60.00,24.00,394.90
31.00,0.00,394.89
80.00,32.00,426.51
71.00,27.00,426.51
39.00,8.00,376.51
88.00,34.00,426.51
60.00,20.00,426.51
31.00,0.00,394.89
80.00,31.00,426.51
55.00,13.00,426.51
36.00,4.00,376.51
72.00,18.00,426.51
52.00,15.00,376.51
64.00,12.00,426.51
66.00,10.00,426.51
57.00,19.00,376.51
56.00,8.00,426.51
49.00,5.00,426.51
51.00,11.00,426.51
48.00,5.00,426.51
53.00,13.00,394.90
59.00,17.00,394.90
63.00,22.00,394.90
58.00,16.00,426.51
44.00,3.00,426.51
29.00,0.00,394.89
52.00,10.00,394.90
32.00,0.00,394.89
51.00,8.00,426.51
55.00,9.00,376.51
67.00,19.00,426.51
46.00,3.00,394.90
45.00,0.00,376.51
52.00,4.00,394.90
39.00,0.00,394.90
44.00,0.00,394.90
48.00,1.00,426.51
42.00,0.00,376.51
32.00,0.00,394.90
36.00,0.00,394.90
40.00,0.00,376.51
35.00,0.00,376.51
32.00,0.00,394.89
29.00,0.00,394.90
49.00,12.00,376.51
48.00,0.00,426.51
43.00,0.00,426.51
40.00,0.00,426.51
33.00,0.00,394.89
42.00,4.00,376.51
