time,wait,distance
51.00,4.00,376.59
44.00,0.00,376.59
58.00,4.00,394.90
353.00,274.00,394.90
103.00,53.00,394.90
277.00,190.00,394.90
227.00,156.00,394.90
98.00,47.00,394.90
92.00,42.00,394.90
151.00,87.00,394.90
79.00,39.00,394.90
146.00,85.00,394.90
72.00,33.00,394.90
139.00,83.00,394.90
134.00,77.00,394.90
72.00,31.00,376.59
68.00,27.00,394.90
61.00,23.00,394.90
132.00,71.00,394.90
62.00,20.00,376.59
127.00,65.00,394.90
60.00,16.00,394.90
57.00,15.00,376.59
123.00,59.00,394.90
118.00,54.00,394.90
55.00,12.00,394.90
113.00,48.00,394.90
101.00,41.00,394.90
56.00,10.00,376.59
51.00,8.00,394.90
45.00,5.00,394.90
95.00,40.00,394.90
50.00,6.00,376.59
45.00,3.00,376.59
41.00,0.00,394.90
91.00,40.00,394.90
43.00,0.00,376.59
86.00,34.00,394.90
40.00,0.00,394.90
37.00,0.00,376.59
80.00,28.00,394.90
35.00,0.00,394.90
74.00,22.00,394.90
80.00,41.00,394.90
77.00,40.00,376.59
36.00,0.00,376.59
123.00,65.00,394.90
116.00,59.00,394.90
76.00,38.00,394.90
32.00,0.00,376.59
110.00,51.00,394.90
93.00,38.00,394.90
343.00,260.00,394.90
70.00,32.00,394.90
104.00,61.00,376.59
105.00,44.00,394.90
64.00,24.00,394.90
100.00,44.00,394.90
58.00,19.00,394.90
